id,formation_energy_ev_natom,bandgap_energy_ev
1,0.20152265802241426,1.5175220966339111
2,0.06914492147487906,3.6689400672912598
3,0.15908925127262843,3.640446662902832
4,0.028133405744738105,3.019731044769287
5,0.1533972513156315,1.4865378141403198
6,0.06704545997100021,4.592822551727295
7,0.07064655484129699,3.295557737350464
8,0.11490084367418509,2.1417131423950195
9,0.06299571322477669,2.6205782890319824
10,0.2418198549732908,2.9612655639648438
11,0.19019304254018524,1.8724678754806519
12,0.09704487645899929,2.570852518081665
13,0.325826613999197,1.0589866638183594
14,0.196376480473817,2.0162832736968994
15,0.06633652841742177,0.9629372954368591
16,0.24773645454700052,3.717446804046631
17,0.20983625084848737,1.693727970123291
18,0.21165948244540983,2.2530221939086914
19,0.37662066570017216,1.3148577213287354
20,0.18242758562731495,1.391252875328064
21,0.07575181824114913,1.854044795036316
22,0.15377801602307486,2.8899569511413574
23,0.17007243795900442,1.868591070175171
24,0.17009210207790953,3.1349053382873535
25,0.02508042734462843,2.662691831588745
26,0.16664977397823985,1.0056672096252441
27,0.252133999002695,1.28829824924469
28,0.24464108030162757,1.8922511339187622
29,0.11932885876481691,1.1726045608520508
30,0.24207608074806097,1.9409940242767334
31,0.25297700263661344,1.0930099487304688
32,0.1299775551468852,1.9725638628005981
33,0.11371935990042399,1.5865007638931274
34,0.17616825439694747,1.8448052406311035
35,0.04623356793438987,0.9629372954368591
36,0.2053414571636822,0.8299304246902466
37,0.1554678296478344,3.646178722381592
38,0.1437980146068761,1.4662083387374878
39,0.24493407792777175,2.0539073944091797
40,0.10911259801459473,3.373955488204956
41,0.0588389002838917,3.90785551071167
42,0.1533618696105547,3.1349053382873535
43,0.0588389002838917,3.90785551071167
44,0.19232240988742355,1.2805670499801636
45,0.28276407877197046,0.661777913570404
46,0.0416763591402338,3.9718892574310303
47,0.20562663351451896,1.9558300971984863
48,0.2602689335483174,1.9238585233688354
49,0.2282340502496324,3.395836114883423
50,0.11923234374066075,1.2210350036621094
51,0.1299775551468852,2.068286895751953
52,0.1057388366387152,1.6816686391830444
53,0.236723357385103,1.7249873876571655
54,0.2568064010567134,2.905709743499756
55,0.14645639949939196,2.729032039642334
56,0.29033214404561475,0.3006229102611542
57,0.20355365361402242,2.2638425827026367
58,0.2705686155960941,2.531292200088501
59,0.18706670577838738,0.9924314022064209
60,0.15341281540100524,2.781003713607788
61,0.29224997797235763,0.28052330017089844
62,0.173756301843957,1.816694974899292
63,0.32573043570890303,1.9218642711639404
64,0.2316909949570226,3.2005844116210938
65,0.3561800815249439,1.0931545495986938
66,0.06732809723030245,2.851961135864258
67,0.07064655484129699,3.295557737350464
68,0.21092249432463542,2.159821033477783
69,0.22927021699792913,3.234646797180176
70,0.28964151892384693,1.7482272386550903
71,0.05755152883217797,2.5903096199035645
72,0.10847667989945133,2.918678045272827
73,0.05645146675940343,2.3019819259643555
74,0.1154008949666719,1.9111969470977783
75,0.24443947279458858,1.716431975364685
76,0.26583231026021475,2.6054279804229736
77,0.3300330154588533,1.0088435411453247
78,0.24881963252113148,2.208591938018799
79,0.188518129279714,2.421597480773926
80,0.2490439096106619,1.216945767402649
81,0.10911259801459473,3.373955488204956
82,0.0666521290599995,3.5275204181671143
83,0.23296528315901807,1.0195274353027344
84,0.06693288160201838,1.052291989326477
85,0.10911259801459473,3.373955488204956
86,0.20298380699404356,2.8947079181671143
87,0.07285796149604233,3.3534371852874756
88,0.06189565115200213,2.5869193077087402
89,0.09796654377725941,4.296853542327881
90,0.32179688432253395,1.5123951435089111
91,0.10008198156723822,4.510378360748291
92,0.2326056151231604,0.775341272354126
93,0.21193962272282935,2.2953991889953613
94,0.030157407142808144,2.1877307891845703
95,0.07064655484129699,3.295557737350464
96,0.32484191878981916,1.1332471370697021
97,0.24168477418151263,2.1432957649230957
98,0.039744366395794595,1.404801845550537
99,0.06410206010575127,2.0957279205322266
100,0.28980992429471947,0.9949778318405151
101,0.15190183187380274,1.4334640502929688
102,0.0416763591402338,3.9718892574310303
103,0.2358450439367372,2.0998148918151855
104,0.3179601628887992,1.2600059509277344
105,0.2577450445631953,1.3714406490325928
106,0.09796654377725941,4.296853542327881
107,0.10728125197066288,4.034434795379639
108,0.2192256158841073,2.66257643699646
109,0.2028249326401996,2.2638425827026367
110,0.150601371810451,0.8704322576522827
111,0.3133822974597132,0.8254649639129639
112,0.06838665800933845,2.9945974349975586
113,0.20888350208555506,2.5583364963531494
114,0.33312527068001124,2.803500175476074
115,0.328955112474165,2.145972728729248
116,0.21769833995460075,2.7606821060180664
117,0.22175007134171143,2.111358404159546
118,0.2535682896590838,2.108484983444214
119,0.21193962272282935,2.2953991889953613
120,0.20002178361461206,2.2095470428466797
121,0.249919694593906,2.0945611000061035
122,0.14464042389787096,1.8718318939208984
